0.9763078,1.995,0,0
0.9444959,1.995,0.0198,0
0.9095088,1.995,0.0396,0
0.8747296,1.995,0.0594,0
0.8402208,1.995,0.0792,0
0.806011,1.995,0.099,0
0.7721641,1.995,0.1188,0
0.7387414,1.995,0.1386,0
0.7058009,1.995,0.1584,0
0.6733981,1.995,0.1782,0
0.6415849,1.995,0.198,0
0.6104118,1.995,0.2178,0
0.579923,1.995,0.2376,0
0.550162,1.995,0.2574,0
0.5211668,1.995,0.2772,0
0.4929717,1.995,0.297,0
0.465606,1.995,0.3168,0
0.4390974,1.995,0.3366,0
0.4134669,1.995,0.3564,0
0.388732,1.995,0.3762,0
0.3649058,1.995,0.396,0
0.3419981,1.995,0.4158,0
0.3200136,1.995,0.4356,0
0.2989538,1.995,0.4554,0
0.2788155,1.995,0.4752,0
0.2595925,1.995,0.495,0
0.2412774,1.995,0.5148,0
0.2238532,1.995,0.5346,0
0.207305,1.995,0.5544,0
0.1916122,1.995,0.5742,0
0.1767523,1.995,0.594,0
0.1627008,1.995,0.6138,0
0.1494296,1.995,0.6336,0
0.1369094,1.995,0.6534,0
0.1251079,1.995,0.6732,0
0.1139929,1.995,0.693,0
0.1035288,1.995,0.7128,0
0.09367868,1.995,0.7326,0
0.08440501,1.995,0.7524,0
0.07566891,1.995,0.7722,0
0.06743045,1.995,0.792,0
0.05964903,1.995,0.8118,0
0.05228349,1.995,0.8316,0
0.04529193,1.995,0.8514,0
0.03863227,1.995,0.8712,0
0.03226197,1.995,0.891,0
0.02613847,1.995,0.9108,0
0.02021747,1.995,0.9306,0
0.01444639,1.995,0.9504,0
0.008830579,1.995,0.9702,0
