0.994749,2,0,0
0.9645908,2,0.0199,0
0.9304566,2,0.0398,0
0.897203,2,0.0597,0
0.8637663,2,0.0796,0
0.8306907,2,0.0995,0
0.7975681,2,0.1194,0
0.7649886,2,0.1393,0
0.7325213,2,0.1592,0
0.700606,2,0.1791,0
0.6690214,2,0.199,0
0.6380403,2,0.2189,0
0.607531,2,0.2388,0
0.5777039,2,0.2587,0
0.548472,2,0.2786,0
0.5199843,2,0.2985,0
0.4921949,2,0.3184,0
0.4652077,2,0.3383,0
0.4389949,2,0.3582,0
0.4136278,2,0.3781,0
0.3890902,2,0.398,0
0.3654295,2,0.4179,0
0.3426325,2,0.4378,0
0.3207271,2,0.4577,0
0.2997011,2,0.4776,0
0.2795665,2,0.4975,0
0.2603095,2,0.5174,0
0.2419293,2,0.5373,0
0.2244089,2,0.5572,0
0.2077384,2,0.5771,0
0.1918942,2,0.597,0
0.1768596,2,0.6169,0
0.1626079,2,0.6368,0
0.1491141,2,0.6567,0
0.1363475,2,0.6766,0
0.1242783,2,0.6965,0
0.1128717,2,0.7164,0
0.1020938,2,0.7363,0
0.09190551,2,0.7562,0
0.08226927,2,0.7761,0
0.0731453,2,0.796,0
0.06449092,2,0.8159,0
0.05626474,2,0.8358,0
0.0484219,2,0.8557,0
0.04092304,2,0.8756,0
0.03371018,2,0.8955,0
0.02675,2,0.9154,0
0.020014,2,0.9353,0
0.01338895,2,0.9552,0
0.006847592,2,0.9751,0
