0.981957,2,0,0
0.8828966,2,0.0199,0
0.7736946,2,0.0398,0
0.6694633,2,0.0597,0
0.5715667,2,0.0796,0
0.4807889,2,0.0995,0
0.3982788,2,0.1194,0
0.3250496,2,0.1393,0
0.2610566,2,0.1592,0
0.2063395,2,0.1791,0
0.1604178,2,0.199,0
0.1226591,2,0.2189,0
0.09219565,2,0.2388,0
0.06811834,2,0.2587,0
0.04945135,2,0.2786,0
0.03527155,2,0.2985,0
0.02470934,2,0.3184,0
0.01700002,2,0.3383,0
0.01148366,2,0.3582,0
0.007615668,2,0.3781,0
0.004957226,2,0.398,0
0.003166887,2,0.4179,0
0.001985208,2,0.4378,0
0.001221006,2,0.4577,0
0.0007367033,2,0.4776,0
0.000436003,2,0.4975,0
0.0002530692,2,0.5174,0
0.0001440459,2,0.5373,0
8.039161e-05,2,0.5572,0
4.398681e-05,2,0.5771,0
2.359272e-05,2,0.597,0
1.240312e-05,2,0.6169,0
6.390337e-06,2,0.6368,0
3.226316e-06,2,0.6567,0
1.595978e-06,2,0.6766,0
7.734432e-07,2,0.6965,0
3.671616e-07,2,0.7164,0
1.70711e-07,2,0.7363,0
7.77284e-08,2,0.7562,0
3.465421e-08,2,0.7761,0
1.512618e-08,2,0.796,0
6.463028e-09,2,0.8159,0
2.702768e-09,2,0.8358,0
1.106048e-09,2,0.8557,0
4.428583e-10,2,0.8756,0
1.734453e-10,2,0.8955,0
6.64268e-11,2,0.9154,0
2.484363e-11,2,0.9353,0
8.982338e-12,2,0.9552,0
2.896202e-12,2,0.9751,0
