0.9743935,1.995,0,0
0.8848268,1.995,0.0198,0
0.7803221,1.995,0.0396,0
0.6748415,1.995,0.0594,0
0.5855772,1.995,0.0792,0
0.49623,1.995,0.099,0
0.4132074,1.995,0.1188,0
0.3425165,1.995,0.1386,0
0.2778243,1.995,0.1584,0
0.2216046,1.995,0.1782,0
0.1755262,1.995,0.198,0
0.1363088,1.995,0.2178,0
0.1043816,1.995,0.2376,0
0.07948424,1.995,0.2574,0
0.05960463,1.995,0.2772,0
0.04443733,1.995,0.297,0
0.03319661,1.995,0.3168,0
0.02470349,1.995,0.3366,0
0.01857427,1.995,0.3564,0
0.01427944,1.995,0.3762,0
0.01121135,1.995,0.396,0
0.009095025,1.995,0.4158,0
0.007636433,1.995,0.4356,0
0.006642044,1.995,0.4554,0
0.005968831,1.995,0.4752,0
0.00547472,1.995,0.495,0
0.005132574,1.995,0.5148,0
0.004901159,1.995,0.5346,0
0.004731268,1.995,0.5544,0
0.004546875,1.995,0.5742,0
0.004401661,1.995,0.594,0
0.004285705,1.995,0.6138,0
0.004200101,1.995,0.6336,0
0.004099681,1.995,0.6534,0
0.003976857,1.995,0.6732,0
0.003885089,1.995,0.693,0
0.003795356,1.995,0.7128,0
0.003656711,1.995,0.7326,0
0.003545912,1.995,0.7524,0
0.003440016,1.995,0.7722,0
0.003293315,1.995,0.792,0
0.003057975,1.995,0.8118,0
0.002782776,1.995,0.8316,0
0.002509632,1.995,0.8514,0
0.002140252,1.995,0.8712,0
0.001742181,1.995,0.891,0
0.001281273,1.995,0.9108,0
0.0006993667,1.995,0.9306,0
0.0002069856,1.995,0.9504,0
