0,0
0.001,-0.031606961
0.002,-0.044676616
0.003,-0.054690036
0.004,-0.063118935
0.005,-0.07053368
0.006,-0.077226938
0.007,-0.083372657
0.008,-0.08908423
0.009,-0.094440457
0.01,-0.099498744
0.011,-0.104302445
0.012,-0.108885261
0.013,-0.113274004
0.014,-0.117490425
0.015,-0.121552458
0.016,-0.125475097
0.017,-0.129271033
0.018,-0.132951119
0.019,-0.136524723
0.02,-0.14
0.021,-0.1433841
0.022,-0.146683332
0.023,-0.149903302
0.024,-0.153049012
0.025,-0.15612495
0.026,-0.159135163
0.027,-0.162083312
0.028,-0.164972725
0.029,-0.167806436
0.03,-0.170587221
0.031,-0.173317627
0.032,-0.176
0.033,-0.178636502
0.034,-0.181229137
0.035,-0.183779759
0.036,-0.186290096
0.037,-0.188761755
0.038,-0.191196234
0.039,-0.193594938
0.04,-0.195959179
0.041,-0.198290191
0.042,-0.200589132
0.043,-0.202857093
0.044,-0.2050951
0.045,-0.207304124
0.046,-0.209485083
0.047,-0.211638843
0.048,-0.213766227
0.049,-0.215868015
0.05,-0.217944947
0.051,-0.219997727
0.052,-0.222027025
0.053,-0.22403348
0.054,-0.226017698
0.055,-0.227980262
0.056,-0.229921726
0.057,-0.231842619
0.058,-0.233743449
0.059,-0.235624702
0.06,-0.237486842
0.061,-0.239330316
0.062,-0.241155551
0.063,-0.24296296
0.064,-0.244752937
0.065,-0.246525861
0.066,-0.248282098
0.067,-0.250021999
0.068,-0.251745904
0.069,-0.253454138
0.07,-0.255147016
0.071,-0.256824843
0.072,-0.258487911
0.073,-0.260136503
0.074,-0.261770892
0.075,-0.263391344
0.076,-0.264998113
0.077,-0.266591448
0.078,-0.268171587
0.079,-0.269738763
0.08,-0.271293199
0.081,-0.272835115
0.082,-0.274364721
0.083,-0.275882221
0.084,-0.277387815
0.085,-0.278881695
0.086,-0.280364049
0.087,-0.281835058
0.088,-0.283294899
0.089,-0.284743744
0.09,-0.28618176
0.091,-0.28760911
0.092,-0.28902595
0.093,-0.290432436
0.094,-0.291828717
0.095,-0.293214938
0.096,-0.294591242
0.097,-0.295957767
0.098,-0.297314648
0.099,-0.298662016
0.1,-0.3
0.101,-0.301328724
0.102,-0.302648311
0.103,-0.303958879
0.104,-0.305260544
0.105,-0.306553421
0.106,-0.30783762
0.107,-0.309113248
0.108,-0.310380412
0.109,-0.311639214
0.11,-0.312889757
0.111,-0.314132138
0.112,-0.315366454
0.113,-0.316592798
0.114,-0.317811265
0.115,-0.319021943
0.116,-0.320224921
0.117,-0.321420286
0.118,-0.322608121
0.119,-0.323788511
0.12,-0.324961536
0.121,-0.326127276
0.122,-0.327285808
0.123,-0.328437209
0.124,-0.329581553
0.125,-0.330718914
0.126,-0.331849363
0.127,-0.332972972
0.128,-0.334089808
0.129,-0.33519994
0.13,-0.336303434
0.131,-0.337400356
0.132,-0.338490768
0.133,-0.339574734
0.134,-0.340652315
0.135,-0.341723572
0.136,-0.342788565
0.137,-0.34384735
0.138,-0.344899986
0.139,-0.345946528
0.14,-0.346987031
0.141,-0.348021551
0.142,-0.34905014
0.143,-0.35007285
0.144,-0.351089732
0.145,-0.352100838
0.146,-0.353106216
0.147,-0.354105916
0.148,-0.355099986
0.149,-0.356088472
0.15,-0.357071421
0.151,-0.358048879
0.152,-0.359020891
0.153,-0.3599875
0.154,-0.36094875
0.155,-0.361904684
0.156,-0.362855343
0.157,-0.36380077
0.158,-0.364741004
0.159,-0.365676086
0.16,-0.366606056
0.161,-0.367530951
0.162,-0.368450811
0.163,-0.369365672
0.164,-0.370275573
0.165,-0.371180549
0.166,-0.372080636
0.167,-0.372975871
0.168,-0.373866286
0.169,-0.374751918
0.17,-0.375632799
0.171,-0.376508964
0.172,-0.377380445
0.173,-0.378247274
0.174,-0.379109483
0.175,-0.379967104
0.176,-0.380820168
0.177,-0.381668705
0.178,-0.382512745
0.179,-0.383352318
0.18,-0.384187454
0.181,-0.385018181
0.182,-0.385844528
0.183,-0.386666523
0.184,-0.387484193
0.185,-0.388297566
0.186,-0.389106669
0.187,-0.389911528
0.188,-0.39071217
0.189,-0.391508621
0.19,-0.392300905
0.191,-0.393089048
0.192,-0.393873076
0.193,-0.394653012
0.194,-0.395428881
0.195,-0.396200707
0.196,-0.396968513
0.197,-0.397732322
0.198,-0.398492158
0.199,-0.399248043
0.2,-0.4
0.201,-0.400748051
0.202,-0.401492217
0.203,-0.40223252
0.204,-0.402968981
0.205,-0.403701622
0.206,-0.404430464
0.207,-0.405155526
0.208,-0.405876829
0.209,-0.406594392
0.21,-0.407308237
0.211,-0.408018382
0.212,-0.408724846
0.213,-0.409427649
0.214,-0.41012681
0.215,-0.410822346
0.216,-0.411514277
0.217,-0.41220262
0.218,-0.412887394
0.219,-0.413568616
0.22,-0.414246304
0.221,-0.414920474
0.222,-0.415591145
0.223,-0.416258333
0.224,-0.416922055
0.225,-0.417582327
0.226,-0.418239166
0.227,-0.418892588
0.228,-0.419542608
0.229,-0.420189243
0.23,-0.420832508
0.231,-0.421472419
0.232,-0.422108991
0.233,-0.422742238
0.234,-0.423372177
0.235,-0.423998821
0.236,-0.424622185
0.237,-0.425242284
0.238,-0.425859132
0.239,-0.426472742
0.24,-0.42708313
0.241,-0.427690309
0.242,-0.428294291
0.243,-0.428895092
0.244,-0.429492724
0.245,-0.4300872
0.246,-0.430678534
0.247,-0.431266739
0.248,-0.431851826
0.249,-0.43243381
0.25,-0.433012702
0.251,-0.433588515
0.252,-0.43416126
0.253,-0.434730951
0.254,-0.435297599
0.255,-0.435861216
0.256,-0.436421814
0.257,-0.436979405
0.258,-0.437533999
0.259,-0.438085608
0.26,-0.438634244
0.261,-0.439179918
0.262,-0.43972264
0.263,-0.440262422
0.264,-0.440799274
0.265,-0.441333207
0.266,-0.441864233
0.267,-0.44239236
0.268,-0.4429176
0.269,-0.443439962
0.27,-0.443959458
0.271,-0.444476096
0.272,-0.444989888
0.273,-0.445500842
0.274,-0.446008969
0.275,-0.446514277
0.276,-0.447016778
0.277,-0.44751648
0.278,-0.448013393
0.279,-0.448507525
0.28,-0.448998886
0.281,-0.449487486
0.282,-0.449973333
0.283,-0.450456435
0.284,-0.450936803
0.285,-0.451414444
0.286,-0.451889367
0.287,-0.452361581
0.288,-0.452831094
0.289,-0.453297915
0.29,-0.453762052
0.291,-0.454223513
0.292,-0.454682307
0.293,-0.45513844
0.294,-0.455591923
0.295,-0.456042761
0.296,-0.456490964
0.297,-0.456936538
0.298,-0.457379492
0.299,-0.457819834
0.3,-0.458257569
0.301,-0.458692708
0.302,-0.459125255
0.303,-0.45955522
0.304,-0.459982608
0.305,-0.460407428
0.306,-0.460829687
0.307,-0.46124939
0.308,-0.461666546
0.309,-0.462081162
